Date,InterestRate,Inflation,Unemployment,Wage,Consumption,M2,M1,Treasury10Yr,BAA,Oil,Gold
5/1/1984,10.32,5.1619433198,7.4,3.431372549,10.1643713905,7.8604124625,7.4509009921,13.41,4.42,1.7333333333,-11.9583244737
6/1/1984,11.06,5.1463168517,7.2,3.5495716034,9.6632760435,7.9198752315,7.5273088381,13.56,3.99,-3.3322580645,-13.8171909996
7/1/1984,11.23,5.0200803213,7.5,3.5409035409,8.2936336076,7.6484514664,6.4250734574,13.36,3.92,-9.1850915982,-8.4312315569
8/1/1984,11.64,5.1,7.5,3.8083538084,8.327598073,7.5464414958,6.0606060606,12.72,2.99,-8.3359448449,-17.7544695053
9/1/1984,11.30,5.0645481629,7.3,3.4981905911,8.6015989056,7.7699293643,6.0813453266,12.52,3.05,-5.7827065252,-16.4648064217
10/1/1984,9.99,4.935834156,7.4,2.7611044418,7.468879668,7.4972646401,4.8337200309,12.16,3.95,-5.4094048011,-17.295631464
11/1/1984,9.43,4.6168958743,7.2,3.1212484994,8.7833277084,7.9665659237,5.3660406286,11.57,4.05,-5.8378016086,-13.7041215899
12/1/1984,8.38,4.7105004907,7.3,3.3573141487,8.0111764461,8.6457357076,5.8691168198,11.50,5.02,-13.0335157319,-10.4272668166
1/1/1985,8.35,4.4965786901,7.3,2.7315914489,8.3546497236,9.0722610723,5.8279894379,11.38,4.91,-13.6375884136,-17.6358753228
2/1/1985,8.50,4.6783625731,7.2,3.2104637337,9.9871267804,9.1120733808,6.7711356162,11.51,4.73,-9.5339193896,-18.3102049371
3/1/1985,8.58,4.7572815534,7.2,3.0915576694,9.0461336398,8.8243430152,6.7278287462,11.86,5.11,-8.20194402,-22.2013309814
4/1/1985,8.27,4.5410628019,7.3,2.8402366864,8.3570210347,8.3652094718,6.5197258752,11.43,5.24,-5.9213534522,-23.1893606095
5/1/1985,7.97,4.5235803657,7.2,2.9620853081,9.1176707799,8.4420918135,7.2734124741,10.85,5.18,-9.4921363041,-14.8119665197
6/1/1985,7.53,4.4145873321,7.4,2.9550827423,7.9201983048,8.9915548932,8.0901366827,10.16,4.87,-9.4236994027,-16.0659920921
7/1/1985,7.88,4.206500956,7.4,2.5943396226,9.0141971606,9.2818671454,8.9637401068,10.31,4.55,-4.9492209238,-16.3929272714
8/1/1985,7.90,4.0913415794,7.1,2.8402366864,9.7006035578,9.5832024766,10.3710575139,10.33,4.60,-5.1111111111,-8.7468492211
9/1/1985,7.92,3.9697542533,7.1,2.9137529138,10.443648388,9.3588371678,10.9677419355,10.37,4.56,-3.4867455904,-5.0467262955
10/1/1985,7.99,4.1392285983,7.1,2.9205607477,9.0182018753,9.1428065672,11.6377720398,10.24,4.37,2.687293586,-5.0391454005
11/1/1985,8.05,4.4131455399,7,2.7939464494,7.9151477546,8.5596815816,11.8406693343,9.78,3.94,9.6626094384,-4.1514376997
12/1/1985,8.27,4.3111527648,7,3.13225058,8.9884169884,8.0051757602,12.1679064825,9.26,3.31,7.0745998663,-4.6115949143
1/1/1986,8.14,4.3966323667,6.7,2.774566474,8.0721928188,7.3174901693,11.6734984851,9.19,3.30,-10.5144105144,0.7392407704
2/1/1986,7.86,4.1899441341,7.2,2.7649769585,6.894208261,6.7722113169,11.0346077188,8.70,3.25,-43.3757471307,14.1022850925
3/1/1986,7.48,4.077849861,7.2,2.76816609,6.6960252936,7.0835451618,11.8015759312,7.78,3.02,-55.3155322615,12.8923776148
4/1/1986,6.99,4.1589648799,7.1,2.3014959724,6.6744116324,7.7782913813,12.502173535,7.30,3.20,-55.4001041486,14.1455479353
5/1/1986,6.85,3.9594843462,7.2,2.3014959724,6.0275693854,8.1930651405,13.4199894607,7.71,3.44,-44.0900698693,4.8735801685
6/1/1986,6.92,3.9522058824,7.2,1.9517795637,6.453524988,7.9514378056,13.2604237867,7.80,3.42,-50.3776295914,8.1953704679
7/1/1986,6.56,4.128440367,7,1.8390804598,6.144759529,8.1156563167,13.75,7.30,3.60,-57.6457243221,8.3782258942
8/1/1986,6.17,4.0219378428,6.9,2.0713463751,5.3715568104,8.3275332651,14.0359724323,7.17,4.01,-45.6242118537,9.8839719559
9/1/1986,5.89,4.0909090909,7,1.5855039638,6.380096949,8.521221511,13.7043189369,7.45,4.31,-47.2833963731,13.9820417583
10/1/1986,5.85,3.9747064137,7,1.9296254257,6.4616385385,8.8432064226,14.3565174294,7.43,4.39,-49.7190060261,29.1533041715
11/1/1986,6.04,3.7769784173,6.9,2.3782559456,5.7138750135,8.992747784,15.2707757359,7.25,4.03,-50.6474539967,29.9820670253
12/1/1986,6.91,3.7735849057,6.6,1.4623172103,6.6600538472,9.4485044527,16.8166745618,7.11,3.06,-40.9578375202,21.942989834
1/1/1987,6.43,3.7634408602,6.6,1.9122609674,3.9319310855,9.6662418353,17.6348547718,7.08,3.29,-18.6925256047,21.6190934656
2/1/1987,6.10,3.7533512064,6.6,1.7937219731,6.5449279457,9.3161744135,17.0202349869,7.25,3.55,14.7908302033,18.2203372579
3/1/1987,6.13,4.0071237756,6.6,1.9079685746,6.8331745864,8.7197341351,15.8257248118,7.25,3.48,45.0705341576,18.284041557
4/1/1987,6.37,4.1703637977,6.3,2.1372328459,7.2931670473,8.3476294448,16.228748068,8.02,3.67,45.1155911886,18.1317378598
5/1/1987,6.85,4.162976085,6.3,2.3622047244,6.7933077727,7.3353817432,14.4958959269,8.61,3.66,25.7122507123,29.04152353
6/1/1987,6.73,4.0671971706,6.2,2.1396396396,7.4786845311,6.4522319886,12.2208811104,8.40,3.79,48.7415546811,34.85722632
7/1/1987,6.58,3.9647577093,6.1,2.3702031603,7.5101956176,5.8045889682,10.8108108108,8.45,4.03,84.4924406048,31.0619583577
8/1/1987,6.73,4.2179261863,6,2.7057497182,8.1034660438,5.3516761782,9.6992924528,8.76,4.07,34.3360720912,29.1994885708
9/1/1987,7.22,4.2794759825,5.9,2.6755852843,5.303893319,4.9442085885,8.765522279,9.42,4.09,30.9327432441,22.5085705174
10/1/1987,7.29,4.3440486533,6,2.8953229399,6.9656132252,4.7235881389,8.8124819416,9.52,4.33,33.6385671963,10.0365786713
11/1/1987,6.69,4.4194107452,5.8,2.7654867257,7.4514736377,4.3028241904,6.5886004515,8.86,4.54,24.4163871901,9.8854083955
12/1/1987,6.77,4.2424242424,5.7,2.9933481153,5.9817988574,3.5611340169,3.4603947013,8.99,4.52,7.246827569,17.9247136059
1/1/1988,6.83,4.3177892919,5.7,2.9801324503,9.5189667446,3.7661158526,3.6765703432,8.67,4.24,-8.0188679245,24.383170183
2/1/1988,6.58,4.3066322136,5.7,2.5330396476,7.3595226256,4.5188651653,3.8209454748,8.21,4.04,-5.4214148708,16.9472840657
3/1/1988,6.58,4.3664383562,5.7,2.6431718062,8.2353718135,5.0473071325,3.9413635735,8.37,3.99,-11.4067194756,10.2429426932
4/1/1988,6.87,4.2589437819,5.4,3.1938325991,7.4097115353,5.2682716183,3.4441489362,8.72,4.03,-4.1195086628,8.473466957
5/1/1988,7.09,4.3367346939,5.6,3.2967032967,8.0648846242,5.4716092329,3.2598403896,9.09,3.95,-10.1828483132,2.7049901031
6/1/1988,7.51,4.5029736619,5.4,3.3076074972,8.0041445409,5.8376000577,4.6652325894,8.92,3.49,-17.4902665469,-2.2376259071
7/1/1988,7.75,4.4915254237,5.4,3.5281146637,7.9917703411,6.064196467,5.266684535,9.06,3.36,-27.4268321236,0.5296385103
8/1/1988,8.01,4.3844856661,5.6,2.9637760703,7.540514776,5.8582959641,4.944907283,9.26,3.20,-23.4290223932,-2.8596898712
9/1/1988,8.19,4.4388609715,5.4,3.5830618893,7.906710363,5.6492320911,4.7280053727,8.98,2.71,-25.9090443511,-6.4912527208
10/1/1988,8.30,4.4962531224,5.4,3.7878787879,8.8635714512,5.4033864542,3.6643653744,8.80,2.11,-30.4816606207,-10.1455646496
11/1/1988,8.35,4.398340249,5.3,3.4445640474,9.0512195894,5.7485114828,4.156187955,8.96,2.13,-26.1257928118,-12.7474872527
12/1/1988,8.76,4.6511627907,5.3,3.4445640474,8.9441850262,5.7569671987,4.9255291351,9.11,1.89,-5.6551244127,-10.2906220568
1/1/1989,9.12,4.6357615894,5.4,3.8585209003,8.3325595072,5.001399972,3.6508767338,9.09,1.53,4.796037296,-13.9261046179
2/1/1989,9.36,4.789430223,5.2,4.1890440387,8.1951520766,4.3724639709,3.6400268637,9.17,1.25,6.3286609007,-15.345078184
3/1/1989,9.85,4.6759639048,5,4.0772532189,7.2213069742,3.9318252676,3.0601383715,9.36,0.82,19.9050379232,-12.2479966827
4/1/1989,9.84,4.5751633987,5.2,4.1622198506,8.4806730886,3.387686733,1.5811801003,9.18,0.77,17.7062937063,-11.9996704112
5/1/1989,9.81,4.5639771801,5.2,3.5106382979,7.7469042585,2.9752293263,0.3536809012,8.86,0.65,14.8755591238,-14.8016224533
6/1/1989,9.53,4.4715447154,5.3,3.7353255069,7.3989687013,3.0218376316,-0.732177264,8.28,0.50,21.0223835451,-17.7191349818
7/1/1989,9.24,4.6228710462,5.2,4.1533546326,7.2157890037,3.4832944044,-0.6110757479,8.02,0.63,26.751838947,-18.5825923745
8/1/1989,8.99,4.4426494346,5.2,3.9445628998,7.4609224951,4.1276941846,-0.576184379,8.11,0.89,19.3120329812,-14.2284874544
9/1/1989,9.02,4.2502004812,5.3,3.8784067086,7.2742820074,4.6321710549,-0.2565089137,8.19,0.89,35.4392755927,-15.1986629268
10/1/1989,8.84,4.3027888446,5.3,3.7539103233,6.4015858209,4.9846444602,0.3073770492,8.01,0.97,45.608059139,-12.4906123361
11/1/1989,8.55,4.3720190779,5.4,3.5379812695,6.1705831158,5.1477981098,0.4193671369,7.87,1.26,41.8043929312,-9.7419793302
12/1/1989,8.45,4.3650793651,5.4,3.95421436,6.4551390847,5.506879435,0.9338812103,7.84,1.37,29.6446575679,-6.0968152177
1/1/1990,8.23,4.4303797468,5.4,3.6119711042,7.065916169,5.7198093397,1.0857214998,8.21,1.71,25.9022410054,-2.2879651857
2/1/1990,8.24,4.6493301812,5.3,3.9175257732,6.8751962099,6.3006903948,1.9569725246,8.47,1.90,24.0210927858,1.4026481681
3/1/1990,8.28,4.9373040752,5.2,4.1237113402,7.3125622421,6.4529031398,2.569067906,8.59,1.93,5.0038570327,7.3639239895
4/1/1990,8.26,4.84375,5.4,3.9959016393,6.4098240881,6.5004629017,3.2903062516,8.79,2.04,-11.6825095057,0.867994221
5/1/1990,8.18,4.7544816836,5.4,4.3165467626,6.3069376314,6.3557201481,3.8376191098,8.76,2.23,-8.9606629393,-2.5449814493
6/1/1990,8.29,4.9027237354,5.2,4.5267489712,6.6687137115,6.2169312169,4.6842650104,8.48,1.93,-15.6660834791,-0.6719370123
7/1/1990,8.15,5.0387596899,5.5,4.1922290389,6.574673071,5.5152109912,3.8811323172,8.47,2.05,-5.1211565873,-4.0981811761
8/1/1990,8.13,5.4911059551,5.7,4.4102564103,6.2747470304,5.4383909393,4.6619446233,8.75,2.28,46.7120181406,-3.5684246839
9/1/1990,8.20,5.5384615385,5.9,4.2381432896,6.8332371293,5.2529308893,5.0662209078,8.89,2.44,71.9250791058,8.0190996077
10/1/1990,8.11,5.2711993888,5.9,3.7185929648,6.495890411,4.6226051177,4.2007150153,8.72,2.63,78.796476034,7.6734559574
11/1/1990,7.81,5.2551408987,6.2,3.8190954774,6.2491461049,4.1053101294,4.3533282713,8.39,2.81,62.9667003027,3.9619980086
12/1/1990,7.31,5.1711026616,6.3,3.7037037037,4.7855811063,3.7574992106,3.9600296077,8.08,3.12,29.6329666161,-3.1685290948
1/1/1991,6.91,5.6060606061,6.4,3.5856573705,2.9461998292,3.7267080745,3.8716123392,8.09,3.54,10.2380636898,-7.6881074588
2/1/1991,6.25,5.6475903614,6.6,3.1746031746,3.6984618671,3.9472854531,4.4998093301,7.85,3.82,-7.1693504614,-6.2243699155
3/1/1991,6.12,5.2277819268,6.8,2.9702970297,4.1946175262,4.1987600977,4.9339207048,8.11,3.97,-2.7328827505,-12.674577024
4/1/1991,5.91,5.1415797317,6.7,3.1527093596,3.6232075422,4.0049674014,4.3739279588,8.04,4.03,12.0600581208,-7.6896963819
5/1/1991,5.78,5.1339285714,6.9,3.2512315271,4.1529334212,4.4827153523,5.6316781898,8.07,4.08,16.4665240994,-4.5006355423
6/1/1991,5.90,4.9703264095,6.9,3.2480314961,3.5537644257,4.299501868,5.8961681088,8.28,4.06,19.7024479877,-3.1823081739
7/1/1991,5.82,4.7970479705,6.8,2.9440628067,3.7488602319,3.996155754,6.1528976572,8.27,4.07,14.926494259,3.8856031759
8/1/1991,5.66,4.6187683284,6.9,3.0451866405,3.1151358344,3.4478501096,6.2138550511,7.90,3.99,-20.1884153971,1.7115088036
9/1/1991,5.45,4.5189504373,6.9,2.9041626331,2.9459438598,3.0030769231,5.9111491861,7.65,4.06,-35.11740434,-9.6590698856
10/1/1991,5.21,4.4267053701,7,2.8100775194,2.7218234674,3.0510661832,7.0947187845,7.53,4.28,-35.3376760759,-10.5504867518
11/1/1991,4.81,4.486251809,7,2.807357212,3.3998559819,3.2147449636,8.2100412321,7.42,4.64,-30.4489164087,-5.9020711122
12/1/1991,4.43,4.4107013738,7.3,2.9922779923,4.1234720718,3.0553864881,8.6507653969,7.09,4.83,-28.6059187182,-5.7366695376
1/1/1992,4.03,3.9454806313,7.3,2.5961538462,6.3329531315,2.8268336424,10.1839605627,7.03,5.10,-24.5963379943,-4.3065114369
2/1/1992,4.06,3.777619387,7.4,2.8846153846,6.0129271496,2.8116469518,11.3124923975,7.34,5.17,-7.4453052673,-7.8406807706
3/1/1992,3.98,3.9034776437,7.4,2.9807692308,5.2065043133,2.3017518555,11.502938707,7.54,5.27,-4.7532729104,-2.7202936103
4/1/1992,3.73,3.8979447201,7.4,2.3877745941,5.7366395678,2.0447761194,11.9497593614,7.48,5.48,-2.7853815492,-5.1594955582
5/1/1992,3.82,3.821656051,7.6,2.3854961832,5.7240506329,1.7083495962,12.2099250268,7.39,5.31,-1.4124293785,-5.3978508209
6/1/1992,3.76,3.816254417,7.8,2.192564347,6.0119784691,1.1402644697,11.0073537995,7.26,5.29,10.794751176,-5.622026317
7/1/1992,3.25,3.7323943662,7.7,2.192564347,6.041582965,1.1357877478,11.7435242188,6.84,5.59,1.5826330532,-6.9810866609
8/1/1992,3.30,3.5038542397,7.6,2.5738798856,6.3707532494,1.3278033061,12.3841519926,6.59,5.35,-1.5584655109,-4.2283472939
9/1/1992,3.22,3.2775453278,7.6,2.0696142992,6.8154553634,1.5802365874,13.5544256991,6.42,5.40,0.2058836986,-3.6776396147
10/1/1992,3.10,3.5441278666,7.3,2.4505183789,7.7788073831,1.9112078476,14.5080091533,6.59,5.74,-6.6299293956,-0.9067118542
11/1/1992,3.09,3.3933518006,7.4,2.7306967985,7.4342137989,1.8242762221,14.4682281744,6.87,5.87,-9.4502559537,-4.0545586729
12/1/1992,2.92,3.324099723,7.4,2.1555763824,7.8732942021,1.6034727144,14.1983398864,6.77,5.89,-0.5636112107,-6.9551470734
1/1/1993,3.02,3.4506556246,7.3,2.8116213683,6.284892367,1.1794614089,13.4657354867,6.60,5.65,1.3549415515,-7.5213422156
2/1/1993,3.03,3.5714285714,7.1,2.4299065421,6.2548581422,0.3009115851,11.6708556442,6.26,5.36,5.5698868123,-7.1786831846
3/1/1993,3.07,3.4153005464,7,2.614379085,5.7349490845,0.1527390219,10.854130809,5.98,5.08,7.565024318,-6.935799521
4/1/1993,2.96,3.4788540246,7.1,2.6119402985,6.3485177151,0.3247038175,10.8734402852,5.97,5.18,0.1333794398,-4.2557327527
5/1/1993,3.00,3.4083162918,7.1,2.7958993476,6.3504226431,1.0833628528,12.0797539506,6.04,5.21,-4.7755491882,0.9506166461
6/1/1993,3.04,3.3356024506,7,2.4253731343,6.2884386174,1.490422926,12.7024185068,5.96,5.03,-14.7709497207,8.9025961351
7/1/1993,3.06,3.1907671419,6.9,2.4253731343,6.2680558844,1.4502151742,12.5883575884,5.81,4.87,-17.8914472172,9.134682717
8/1/1993,3.03,3.317535545,6.8,2.3234200743,6.1472412898,1.3015695397,12.1636944645,5.68,4.57,-15.6487119438,11.2304363331
9/1/1993,3.09,3.2410533423,6.7,2.4884792627,6.0038840403,1.2409939715,11.8143889285,5.36,4.25,-20.0347000274,10.5333162871
10/1/1993,2.99,3.0201342282,6.8,2.5758969641,5.7743696991,0.9918080749,11.0711430855,5.33,4.32,-16.336222796,2.9717241924
11/1/1993,3.02,3.0810448761,6.6,2.3831347388,5.8779951383,1.2002214001,10.5345604073,5.72,4.64,-17.9087602006,5.7301166067
12/1/1993,2.96,3.1501340483,6.5,2.6605504587,5.3976490036,1.5578225361,10.3003060444,5.77,4.73,-25.2331632916,11.6488663184
1/1/1994,3.05,2.9352901935,6.6,2.7347310848,5.6219464642,1.6390089985,9.7999615311,5.75,4.60,-21.3630406291,14.5180568599
2/1/1994,3.25,2.7851458886,6.6,2.8284671533,6.3553025627,1.7235801053,9.9716214894,5.97,4.51,-26.2953174089,17.6652963213
3/1/1994,3.34,2.9062087186,6.5,2.3657870792,6.7255341538,1.9444525911,9.7622513343,6.48,4.79,-27.9500663488,15.8961161216
4/1/1994,3.56,2.7686222808,6.4,2.5454545455,6.3072250929,2.1022859809,8.9653867978,6.97,4.96,-19.1909225456,16.3728357973
5/1/1994,4.01,2.8345418589,6.1,2.5385312783,5.5816990521,1.4221884765,7.1158213475,7.18,4.61,-10.3309929789,10.5163496551
6/1/1994,4.25,2.8985507246,6.1,2.4590163934,6.0554409258,1.0759567291,6.5310692293,7.10,4.40,0,3.8953734307
7/1/1994,4.26,2.8947368421,6.1,2.6411657559,5.6398600619,1.3888081818,6.2598098052,7.30,4.54,9.9854472182,3.7105388592
8/1/1994,4.47,2.8833551769,6,2.361489555,6.2912509167,1.1482224354,5.1465857917,7.24,4.27,2.0600810706,-1.6794689701
9/1/1994,4.73,3.0085022891,5.9,2.6978417266,5.8492440128,0.9295030064,4.3319985439,7.46,4.25,-0.3083247688,0.1083689434
10/1/1994,4.76,2.9315960912,5.8,2.869955157,6.1797012302,0.6981662273,3.2655631522,7.74,4.44,-2.3973546432,10.0647503627
11/1/1994,5.29,2.7940220923,5.6,2.6857654432,5.9605545109,0.4490630128,2.4092116918,7.96,4.03,8.3897239356,7.1865883492
12/1/1994,5.45,2.5990903184,5.5,2.6809651475,5.9163090596,0.3147983859,1.8382034163,7.81,3.65,18.2632667126,2.79153726
1/1/1995,5.53,2.8515878159,5.6,2.5732031943,5.8004690757,0.3823047515,1.559078567,7.78,3.55,19.9333333333,-0.981846647
2/1/1995,5.92,2.9677419355,5.4,2.5732031943,4.715946951,0.3816683533,1.0233137569,7.47,2.93,25.3721244926,-2.1626681723
3/1/1995,5.98,2.9525032092,5.4,2.6666666667,5.1678312685,0.3567318757,0.7249580055,7.20,2.72,26.5347885402,-1.287148818
4/1/1995,6.05,3.0788967287,5.8,2.9255319149,4.7071865606,0.4940457492,0.7030029509,7.06,2.55,21.3064713065,-0.567821558
5/1/1995,6.01,3.0769230769,5.6,2.3872679045,5.6555489209,0.8753239274,0.1766784452,6.63,2.19,10.4026845638,3.55403905
6/1/1995,6.00,3.0089628681,5.6,2.7555555556,5.713923194,1.9132286092,-0.0700648099,6.17,1.90,-3.4084950184,1.0196745395
7/1/1995,5.85,3.0051150895,5.7,3.1055900621,5.2944650692,2.2008253095,-0.4518203145,6.28,2.19,-11.9592875318,0.493771875
8/1/1995,5.74,2.9299363057,5.7,2.9281277728,5.1034915325,2.9342453156,-0.4195437462,6.49,2.45,-1.9042437432,0.1785173792
9/1/1995,5.80,2.9206349206,5.6,2.9772329247,5.150662079,3.3499294903,-0.6978367062,6.20,2.13,4.4100801833,0.8667531427
10/1/1995,5.76,3.0379746835,5.5,2.877070619,4.1917530466,3.5299194476,-1.3067340361,6.04,1.99,-1.5245623941,-2.1507151582
11/1/1995,5.80,3.0341340076,5.6,2.877070619,4.7833264548,3.7254621006,-1.5222279882,5.93,1.88,-0.6077348066,-1.7843798733
12/1/1995,5.60,3.03989867,5.6,2.9590948651,5.3020175637,4.1308875132,-1.8561089825,5.71,1.89,10.9557109557,0.2164067027
1/1/1996,5.56,2.9615626969,5.6,3.1141868512,4.8646318685,4.4613710555,-2.5269512721,5.65,1.91,4.9471928849,2.0988554976
2/1/1996,5.22,2.8822055138,5.5,2.9411764706,5.837797894,4.9716277328,-2.5984321325,5.81,2.41,2.9141932002,5.2694354115
3/1/1996,5.31,2.8054862843,5.5,2.9437229437,5.9084887394,5.8020869166,-1.8695690336,6.27,2.72,15.1482479784,7.4782804335
4/1/1996,5.22,2.6757934039,5.6,3.1007751938,6.5173572228,5.6294401819,-2.4562613117,6.51,2.97,18.6210367388,3.8479797483
5/1/1996,5.24,2.6741293532,5.6,3.195164076,5.9098982722,5.2149340641,-2.4779541446,6.74,3.06,7.6494427558,0.3912494144
6/1/1996,5.27,2.672467371,5.3,3.7197231834,5.0950190038,4.9374700054,-2.2787028922,6.91,3.13,11.0206297503,1.7546678863
7/1/1996,5.40,2.731222843,5.5,3.0120481928,5.689330502,4.5928667564,-3.0549009339,6.87,2.95,23.2369942197,-0.6122472911
8/1/1996,5.22,2.599009901,5.1,3.5344827586,5.4086849277,4.3526816875,-3.6513648732,6.64,2.96,21.7970049917,-0.6944597107
9/1/1996,5.30,2.6526835287,5.2,3.656462585,5.5032226078,4.1268692044,-4.1022487702,6.83,3.05,31.5962698848,1.044909344
10/1/1996,5.24,2.5798525799,5.2,3.2203389831,6.267002919,4.1876233084,-4.8106629005,6.53,2.83,42.7752293578,0.0938873725
11/1/1996,5.31,2.5766871166,5.4,3.5593220339,5.8529284336,4.6000828844,-4.4967503952,6.20,2.48,31.7954419122,-0.5985290898
12/1/1996,5.29,2.6429010449,5.4,3.888419273,5.4998925802,4.8327443084,-4.0687082502,6.30,2.60,33.3508403361,-1.9054699028
1/1/1997,5.25,2.5091799266,5.3,3.6073825503,6.3810213549,4.8492324561,-3.742700407,6.58,2.84,33.3156779661,-4.6735018237
2/1/1997,5.19,2.496954933,5.2,3.8655462185,5.8493822851,4.8349477266,-3.5268583831,6.42,2.75,16.4656528579,-10.9533364496
3/1/1997,5.39,2.4863553669,5.2,4.2052144659,5.4114386883,4.5437303566,-4.3649373882,6.69,2.79,-1.7322097378,-14.4520362683
4/1/1997,5.51,2.6666666667,5.1,3.6758563074,4.8015903357,4.6783783057,-5.0627319314,6.89,2.83,-16.3343232923,-11.147553936
5/1/1997,5.50,2.5439127801,4.9,3.8493723849,4.5186003964,4.5712270421,-4.6297133556,6.71,2.70,-1.9764705882,-12.2593177942
6/1/1997,5.56,2.4213075061,5,3.5863219349,5.0345470811,4.5033896481,-4.5022421525,6.49,2.46,-6.2591687042,-12.2172550354
7/1/1997,5.52,2.416918429,4.9,3.6758563074,5.6332688881,4.6512251354,-4.0424957234,6.22,2.23,-7.9268292683,-11.5355781633
8/1/1997,5.54,2.2919179735,4.8,3.9134054954,5.9030005661,5.3751070205,-2.6054477544,6.30,2.28,-9.2440801457,-15.562673621
9/1/1997,5.54,2.1634615385,4.9,3.6915504512,5.7443609023,5.5518412537,-2.9495282587,6.21,2.16,-17.5072947061,-16.3897968714
10/1/1997,5.50,2.2754491018,4.7,4.105090312,5.7871624778,5.6835760388,-1.9287833828,6.03,2.07,-14.6184738956,-15.8299177435
11/1/1997,5.52,2.1531100478,4.6,4.5008183306,5.7711627907,5.6814580032,-1.2231009748,5.88,1.90,-14.9304091101,-14.7159538404
12/1/1997,5.50,2.2155688623,4.7,3.9056143206,5.8259436844,5.5873513655,-0.7505878097,5.81,1.82,-27.8456085073,-18.9282631297
1/1/1998,5.56,2.2089552239,4.6,3.967611336,5.1426889179,5.8171455463,-0.7077856421,5.54,1.63,-33.6114421931,-21.8123828541
2/1/1998,5.51,2.2578728461,4.6,4.2071197411,5.326419554,6.3918335296,-0.0562429696,5.57,1.74,-27.6902296263,-18.5228404438
3/1/1998,5.49,2.1301775148,4.7,4.1969330105,5.4293851322,6.683944538,0.6266367377,5.65,1.83,-28.442115293,-14.0466224018
4/1/1998,5.45,2.1251475797,4.3,4.1901692184,6.0206463851,6.8953996402,1.228478362,5.64,1.88,-21.7038539554,-16.019978841
5/1/1998,5.49,2.244536326,4.4,4.3513295729,6.910635815,7.1057956727,1.5265004267,5.65,1.81,-28.6605856937,-10.4869750974
6/1/1998,5.56,2.2458628842,4.5,4.0257648953,6.8681816534,7.0689388869,0.9767092412,5.50,1.57,-28.7428273344,-13.1150675293
7/1/1998,5.54,2.2418879056,4.5,4.1095890411,6.1474968599,7.024105336,0.788140364,5.46,1.61,-28.2730514519,-14.2550926696
8/1/1998,5.55,2.4764150943,4.5,4.2467948718,6.0444064293,6.7487622191,0.0187073239,5.34,1.59,-32.9653788259,-9.5455186351
9/1/1998,5.51,2.4705882353,4.6,3.8765822785,6.5095278726,7.3703412805,1.0476639924,4.81,1.58,-24.4567963618,-12.2747860709
10/1/1998,5.07,2.2833723653,4.5,3.785488959,6.4403306719,7.8712933754,1.8721633888,4.53,2.11,-32.31420508,-10.5247585434
11/1/1998,4.83,2.3419203747,4.4,3.602192639,6.2882572293,8.205243558,2.225118704,4.83,2.51,-36.2915220625,-8.6989426091
12/1/1998,4.68,2.4018746339,4.4,3.602192639,6.6790287594,8.4795683489,2.159453303,4.65,2.55,-38.4279475983,-3.9504946571
1/1/1999,4.63,2.3948598131,4.3,3.8161993769,6.7321153577,8.5239907101,2.1940381411,4.72,2.66,-25.3740275284,0.8937552562
2/1/1999,4.76,2.0918070889,4.4,3.4161490683,6.6070558764,8.2835141585,1.782029638,5.00,2.63,-25.2179327522,-0.6678272465
3/1/1999,4.81,2.0857473928,4.2,3.2532920217,6.6614718615,7.8247983675,2.0076215262,5.23,2.72,-2.396804261,-3.4417323694
4/1/1999,4.74,2.1965317919,4.3,3.6349574633,7.065320236,7.7969850696,2.3811712788,5.18,2.74,12.3056994819,-3.2537808817
5/1/1999,4.74,2.0219526285,4.2,3.7837837838,6.6532498763,7.6977110331,2.3907358984,5.54,2.98,19.4481830417,-8.4060507361
6/1/1999,4.76,2.0809248555,4.3,3.7151702786,6.5234348504,7.6312752452,2.1391369048,5.90,3.26,30.9663250366,-7.3717751234
7/1/1999,4.99,2.077322562,4.3,3.8699690402,6.6586652242,7.7359438953,2.1411282815,5.79,2.96,42.5426136364,-10.5469053804
8/1/1999,5.07,1.8987341772,4.2,3.5357417371,6.7854142161,7.5280070404,2.1976994295,5.94,3.08,59.1317365269,-12.5228585194
9/1/1999,5.22,2.009184845,4.2,3.808073115,6.9361460663,6.9965548162,1.4571268448,5.92,2.98,59.7324414716,-9.6020918856
10/1/1999,5.20,2.0606754436,4.1,3.7993920973,6.7277373959,6.5787011042,1.6428438834,6.11,3.18,57.3314801946,-8.3803765028
11/1/1999,5.42,2.0594965675,4.1,3.4013605442,7.0250053784,6.0516468795,1.3661202186,6.03,2.73,94.3190661479,5.0460821254
12/1/1999,5.30,1.9450800915,4,3.7037037037,7.7071922862,5.991466837,2.408134142,6.28,2.89,131.2056737589,-0.2014856533
1/1/2000,5.45,1.9965772961,4,3.8259564891,7.6339132003,5.9443584373,2.0835220582,6.66,2.88,117.9631114675,-2.6135082128
2/1/2000,5.73,2.1627774616,4.1,3.7537537538,8.4935217519,5.7754350888,1.1242167342,6.52,2.56,144.379683597,-0.9544691255
3/1/2000,5.85,2.4404086266,4,3.8259564891,9.0118025229,6.2859074011,1.0387243736,6.26,2.52,103.8881309686,4.6469545226
4/1/2000,6.02,2.3190045249,3.8,4.1791044776,7.6708014654,6.7758051566,1.086566092,5.99,2.38,48.4429065744,0.1610061365
